 # Columna 1: E_por_espin | Columna 2: M_por_espin
  -1.5913999999999999      -0.92500000000000004     
  -1.5542000000000000      -0.90439999999999998     
  -1.5738000000000001      -0.91039999999999999     
  -1.5766000000000000      -0.91100000000000003     
  -1.5658000000000001      -0.91679999999999995     
  -1.5682000000000000      -0.91259999999999997     
  -1.5658000000000001      -0.90439999999999998     
  -1.5642000000000000      -0.90300000000000002     
  -1.5566000000000000      -0.90380000000000005     
  -1.5753999999999999      -0.91100000000000003     
  -1.5906000000000000      -0.92420000000000002     
  -1.5438000000000001      -0.90220000000000000     
  -1.5662000000000000      -0.91459999999999997     
  -1.5818000000000001      -0.91479999999999995     
  -1.5458000000000001      -0.89900000000000002     
  -1.5890000000000000      -0.91879999999999995     
  -1.5369999999999999      -0.89459999999999995     
  -1.5629999999999999      -0.91080000000000005     
  -1.5406000000000000      -0.90159999999999996     
  -1.5626000000000000      -0.90920000000000001     
  -1.5862000000000001      -0.92200000000000004     
  -1.5546000000000000      -0.90920000000000001     
  -1.5589999999999999      -0.90980000000000005     
  -1.5382000000000000      -0.90359999999999996     
  -1.5589999999999999      -0.90780000000000005     
  -1.5573999999999999      -0.90359999999999996     
  -1.5722000000000000      -0.91659999999999997     
  -1.5489999999999999      -0.90659999999999996     
  -1.5518000000000001      -0.89900000000000002     
  -1.5706000000000000      -0.91159999999999997     
  -1.5982000000000001      -0.92279999999999995     
  -1.5922000000000001      -0.92140000000000000     
  -1.5810000000000000      -0.91339999999999999     
  -1.5502000000000000      -0.90720000000000001     
  -1.5966000000000000      -0.92600000000000005     
  -1.5662000000000000      -0.91320000000000001     
  -1.5682000000000000      -0.91180000000000005     
  -1.5738000000000001      -0.91300000000000003     
  -1.5786000000000000      -0.91779999999999995     
  -1.5602000000000000      -0.90300000000000002     
  -1.6042000000000001      -0.92040000000000000     
  -1.5758000000000001      -0.91520000000000001     
  -1.6026000000000000      -0.92859999999999998     
  -1.5598000000000001      -0.90020000000000000     
  -1.5686000000000000      -0.90520000000000000     
  -1.5813999999999999      -0.91659999999999997     
  -1.5653999999999999      -0.91120000000000001     
  -1.5553999999999999      -0.90459999999999996     
  -1.5613999999999999      -0.91180000000000005     
  -1.5566000000000000      -0.91020000000000001     
  -1.5438000000000001      -0.89659999999999995     
  -1.5718000000000001      -0.91620000000000001     
  -1.5609999999999999      -0.91180000000000005     
  -1.5414000000000001      -0.89800000000000002     
  -1.5318000000000001      -0.89200000000000002     
  -1.5653999999999999      -0.90880000000000005     
